code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
AJR,ESNX,Arvidsjaur Airport,65.5920366,19.264585907892943,1227,,Europe/Stockholm,AJR,SE,Arvidsjaur,Norrbotten,Arvidsjaurs Kommun,AP
AJS,,Abreojos,26.833332,-113.666664,226,,America/Mazatlan,AJS,MX,Bahia Asuncion,Baja California Sur,Mulege,AP
AJU,SBAR,Aracaju Airport,-10.98281225,-37.07602527743482,42,https://www4.infraero.gov.br/aeroportos/aeroporto-internacional-santa-maria-aracaju/,America/Maceio,AJU,BR,Aracaju,Sergipe,Aracaju,AP
AJY,DRZA,Agades,16.965223950000002,7.997894294413262,1637,,Africa/Niamey,AJY,NE,Agadez,Agadez,,AP
AKA,ZLAK,Ankang,32.7081,108.93115049592605,833,,Asia/Chongqing,AKA,CN,Ankang,Shaanxi,,AP
AKB,PAAK,Atka,52.222215250000005,-174.2066819239687,29,,America/Adak,AKB,US,,,,AP
AKC,KAKR,Fulton International,41.04,-81.46778,1010,,America/New_York,CAK,US,Sawyerwood,Ohio,Summit County,AP
AKD,VAAK,Akola,20.697417,77.06134451392703,994,,Asia/Kolkata,AKD,IN,Akola,Maharashtra,Akola,AP
AKE,FOGA,Akieni,-1.13967,13.9035997,1354,,Africa/Libreville,AKE,GA,,,,AP
AKF,HLKF,Kufrah,24.17807115,23.31398075824509,1148,,Africa/Tripoli,AKF,LY,Al Jawf,Al Kufrah,,AP
AKG,AYGU,Anguganak,-3.633333,142.01666,918,,Pacific/Port_Moresby,AKG,PG,,,,AP
AKH,OEPS,Prince Sultan Air Base,24.063334,47.580555,1568,,Asia/Riyadh,AKH,SA,Ad Dilam,Ar Riyad,,AP
AKI,PFAK,Akiak,60.9052437,-161.2268225,62,,America/Anchorage,AKI,US,,,,AP
AKJ,RJEC,Asahikawa Airport,43.6686785,142.45138689279045,646,,Asia/Tokyo,AKJ,JP,Asahikawa,Hokkaido,Asahikawa-shi,AP
AKK,PAKH,Akhiok SPB,56.944443,-154.16667,0,,America/Anchorage,AKK,US,,,,AP
AKL,NZAA,Auckland Airport,-37.00889695,174.7912138412501,29,http://www.auckland-airport.co.nz/,Pacific/Auckland,AKL,NZ,Mangere,Auckland,Auckland,AP
AKM,,Zakouma,10.8875904,19.8153005,1354,,Africa/Ndjamena,AKM,TD,,,,AP
AKN,PAKN,King Salmon Airport,58.6753166,-156.6493870251819,26,,America/Anchorage,AKN,US,,,,AP
AKO,KAKO,Colorado Plains Regional Airport,40.17740845,-103.22743550494955,4655,http://www.co.washington.co.us/airport.htm,America/Denver,AKO,US,Akron,Colorado,Washington County,AP
AKP,PAKP,Anaktuvuk,68.13254385,-151.7456225471328,2335,,America/Anchorage,AKP,US,,,,AP
AKQ,,Gunung Batin,-4.616667,105.23333,147,,Asia/Jakarta,AKQ,ID,Menggala,Lampung,,AP
AKR,DNAK,Akure,7.25,5.083333,958,http://www.faannigeria.org/nigeria-airport.php?airport=21,Africa/Lagos,AKR,NG,Owena,Ondo,,AP
AKS,AGGA,Gwaunaru'u,-8.7042047,160.6817763,42,,Pacific/Guadalcanal,AKS,SB,,,,AP
AKT,LCRA,Raf Akrotiri,34.5903698,32.9877483,29,http://www.raf.mod.uk/rafakrotiri/passengerinformation/,Asia/Nicosia,AKT,CY,Kolossi,Larnaka,,AP
AKU,ZWAK,Aksu Airport,41.2625,80.291667,3812,,Asia/Shanghai,AKU,CN,,,,AP
AKV,CYKO,Akulivik,60.733334,-78.583336,839,,America/Iqaluit,AKV,CA,,,,AP
AKW,OIAG,Aghajari,30.743864350000003,49.67943963760571,45,,Asia/Tehran,AKW,IR,Omidiyeh,Khuzestan,,AP
AKX,UATT,Aktyubinsk Airport,50.249336,57.211403,715,,Asia/Aqtobe,AKX,KZ,Aqtobe,Aqtoebe,,AP
AKY,VYSW,Civil Airport,20.130278,92.88028,26,,Asia/Rangoon,AKY,MM,,,,AP
ALA,UAAA,Almaty Airport,43.355686250000005,77.04258378940835,2240,,Asia/Almaty,ALA,KZ,Pervomayskiy,Almaty Oblysy,,AP
ALB,KALB,Albany International Airport,42.7457516,-73.8092091,301,http://www.albanyairport.com/,America/New_York,ALB,US,Colonie,New York,Albany County,AP
ALC,LEAL,Alicante-Elche Airport,38.2888263,-0.5542897,72,http://www.aena.es/csee/Satellite?cid=1049437849176&pagename=subHome&Language=EN_GB&SiteName=ALC&c=Page,Europe/Madrid,ALC,ES,,,,AP
ALD,SPAR,Alerta,-11.683333,-69.333336,859,,America/Lima,ALD,PE,,,,AP
ALE,,Alpine,30.416668,-103.75,5055,http://www.ci.alpine.tx.us/airport.shtml,America/Chicago,ALE,US,Alpine,Texas,Brewster County,AP
ALF,ENAT,Alta Airport,69.9771632,23.35951896505862,6,https://avinor.no/en/airport/alta-airport/,Europe/Oslo,ALF,NO,Alta,Finnmark Fylke,Alta,AP
ALG,DAAG,Houari Boumediene Airport,36.7013497,3.21090318335027,49,,Africa/Algiers,ALG,DZ,Dar el Beida,Alger,,AP
ALH,YABA,Albany Airport,-34.9443954,117.80958889032424,183,,Australia/Perth,ALH,AU,Albany,Western Australia,Albany,AP
ALI,KALI,International,27.75,-98.066666,193,,America/Chicago,ALI,US,Alice,Texas,Jim Wells County,AP
ALJ,FAAB,Alexander Bay Airport,-28.573333,16.534444,55,,Africa/Johannesburg,ALJ,ZA,,,,AP
ALK,,Asela,7.966667,39.11667,7414,,Africa/Addis_Ababa,ALK,ET,Huruta,Oromiya,,AP
ALL,LIMG,Albenga,44.05,8.216667,59,http://www.rivierairport.it/,Europe/Rome,ALL,IT,Albenga,Liguria,Provincia di Savona,AP
ALM,KALM,Municipal,32.845833,-105.985275,4206,,America/Denver,ALM,US,Boles Acres,New Mexico,Otero County,AP
ALN,KALN,Alton,38.891666,-90.04833,515,,America/Chicago,ALN,US,Bethalto,Illinois,Madison County,AP
ALO,KALO,Waterloo Airport,42.55611,-92.39972,872,,America/Chicago,ALO,US,Cedar Falls,Iowa,Black Hawk County,AP
ALP,OSAP,Nejrab,36.185352,37.227074,1272,http://www.aleppo-airport.com/en/,Asia/Damascus,ALP,SY,Aleppo,Aleppo,,AP
ALQ,SSLT,Federal,-29.799723,-55.763332,334,,America/Sao_Paulo,ALQ,BR,Alegrete,Rio Grande do Sul,Alegrete,AP
ALR,NZLX,Alexandra,-45.21389,169.36945,728,,Pacific/Auckland,ALR,NZ,,,,AP
ALS,KALS,Alamosa Municipal Airport,37.43667,-105.86667,7519,https://www.sanluisvalleyairport.org/,America/Denver,ALS,US,Alamosa,Colorado,Alamosa County,AP
ALT,SDWQ,Alenquer,-1.933333,-54.766666,3,,America/Santarem,ALT,BR,Alenquer,Para,Alenquer,AP
ALU,HCMA,Alula,11.966667,50.8,22,,Africa/Mogadishu,ALU,SO,Bereeda,Bari,,AP
ALW,KALW,Walla Walla Airport,46.094085699999994,-118.29114232396819,1138,,America/Los_Angeles,ALW,US,Walla Walla East,Washington,Walla Walla County,AP
ALX,KALX,Thomas C Russell Field,32.91343435,-85.96246743466183,367,,America/Chicago,ALX,US,Alexander City,Alabama,Tallapoosa County,AP
ALY,HEAX,El Nohza,31.192545,29.953058,32,,Africa/Cairo,ALY,EG,,,,AP
ALZ,,Alitak SPB,56.895832,-154.24583,0,,America/Anchorage,ALZ,US,,,,AP
AMA,KAMA,Rick Husband Amarillo International Airport,35.219594150000006,-101.70183038894899,3605,http://airport.amarillo.gov/,America/Chicago,AMA,US,,,,AP
AMB,FMNE,Ambilobe,-13.1865961,48.9876126,68,,Indian/Antananarivo,AMB,MG,Ambilobe,Diana,,AP
AMC,FTTN,Am Timan,11.0350134,20.274701290842827,1456,,Africa/Ndjamena,AMC,TD,Am Timan,Salamat,,AP
AMD,VAAH,Ahmedabad Airport,23.0855562,72.6305442,209,,Asia/Kolkata,AMD,IN,Naroda,Gujarat,Ahmadabad,AP
AME,,Alto Molocue,-15.833333,37.583332,1784,,Africa/Maputo,AME,MZ,,,,AP
AMF,AYAA,Ama,-4.166667,141.66667,157,,Pacific/Port_Moresby,AMF,PG,,,,AP
AMG,,Amboin,-4.616667,143.7,183,,Pacific/Port_Moresby,AMG,PG,,,,AP
AMH,HAAM,Arba Mintch Airport,6.036111,37.576942,3914,,Africa/Addis_Ababa,AMH,ET,Arba Minch',"Southern Nations, Nationalities, and People's Region",,AP
AMI,WADA,Selaparang,-8.5618359,116.10222973992147,59,,Asia/Makassar,AMI,ID,Mataram,West Nusa Tenggara,,AP
AMJ,SNAR,Almenara,-16.183332,-40.683334,593,,America/Sao_Paulo,AMJ,BR,Almenara,Minas Gerais,Almenara,AP
AMK,,Animas Airpark,37.15,-107.75,6637,http://www.websmart66.net/cgi-bin/p/w66p-airportinfo.cgi?d=greggs-flying-service,America/Denver,DRO,US,,,,AP
AML,,Puerto Armuellas,8.266667,-82.86667,55,,America/Panama,AML,PA,Puerto Armuelles,Chiriqui,,AP
AMM,OJAI,Queen Alia International Airport,31.7241013,35.995440207589255,2332,,Asia/Amman,AMM,JO,Al Jizah,Amman,,AP
AMN,KAMN,Gratiot Community,43.38333,-84.65,751,http://www.ci.alma.mi.us/1/307/airport.asp,America/Detroit,AMN,US,Alma,Michigan,Gratiot County,AP
AMO,FTTU,Mao,14.116667,15.316667,1049,,Africa/Ndjamena,AMO,TD,Mao,Kanem,,AP
AMP,FMSY,Ampanihy,-24.6996994,44.7341995,725,,Indian/Antananarivo,AMP,MG,Ampanihy,Atsimo-Andrefana,,AP
AMQ,WAPP,Pattimura Airport,-3.7111152499999998,128.0878877356375,49,,Asia/Jayapura,AMQ,ID,Amahusu,Maluku,,AP
AMR,,Arno,7.033333,171.23334,0,,Pacific/Majuro,AMR,MH,,,,AP
AMS,EHAM,Amsterdam Airport Schiphol,52.32697895,4.741505200022974,36,http://www.schiphol.nl/,Europe/Amsterdam,AMS,NL,Aalsmeer,North Holland,Gemeente Aalsmeer,AP
AMT,YAMT,Amata,-26.766666,132.03334,1748,,Australia/Adelaide,AMT,AU,,,,AP
AMU,AYAM,Amanab,-3.516667,141.15,1112,,Pacific/Port_Moresby,AMU,PG,,,,AP
AMV,ULDD,Amderma,69.7634173,61.56749323781253,13,,Europe/Moscow,AMV,RU,Vorgashor,Komi Republic,,AP
AMW,KAMW,Ames,41.9903107,-93.62215445364684,908,,America/Chicago,AMW,US,Ames,Iowa,Story County,AP
AMX,YAMM,Ammaroo,-21.7383003,135.2420044,1259,,Australia/Darwin,AMX,AU,,,,AP
AMY,,Ambatomainty,-17.683332,45.666668,938,,Indian/Antananarivo,AMY,MG,,,,AP
AMZ,NZAR,Ardmore,-37.033333,174.96666,62,http://www.nzar.co.nz/,Pacific/Auckland,AMZ,NZ,Red Hill,Auckland,Auckland,AP
ANA,HKOM,John Wayne International,33.816666,-117.933334,121,,America/Los_Angeles,ANA,US,Anaheim,California,Orange County,AP
ANB,KANB,Anniston Metropolitan,33.59028,-85.855835,626,,America/Chicago,ANB,US,Oxford,Alabama,Calhoun County,AP
ANC,PANC,Ted Stevens Anchorage International Airport,61.18103525,-149.99789189730433,62,,America/Anchorage,ANC,US,,,,AP
AND,KAND,Anderson,34.49361,-82.71,728,,America/New_York,AND,US,Centerville,South Carolina,Anderson County,AP
ANE,LFJR,Angers-Marce Airport,47.466667,-0.55,144,,Europe/Paris,ANE,FR,,,,AP
ANF,SCFA,Cerro Moreno International Airport,-23.452375699999997,-70.43973434352753,347,,America/Santiago,ANF,CL,Antofagasta,Antofagasta,Provincia de Antofagasta,AP
ANG,LFBU,Brie-Champniers,45.733334,0.216667,396,,Europe/Paris,ANG,FR,Champniers,Poitou-Charentes,Departement de la Charente,AP
ANH,,Anuha Island Resort,-8.983333,160.5,0,,Pacific/Guadalcanal,ANH,SB,,,,AP
ANI,PANI,Aniak Airport,61.5813889,-159.5427778,49,,America/Anchorage,ANI,US,,,,AP
ANJ,FCBZ,Zanaga,-2.8474064,13.8214267,1863,,Africa/Brazzaville,ANJ,CG,,,,AP
ANK,LTAD,Etimesgut,39.951794199999995,32.68941441008361,2627,,Europe/Istanbul,ANK,TR,Batikent,Ankara,,AP
ANL,,Andulo,-11.25,17.25,4675,,Africa/Luanda,ANL,AO,Camacupa,Bie,,AP
ANM,FMNH,Antsirabato,-14.9990678,50.3182525,26,,Indian/Antananarivo,ANM,MG,Antalaha,Sava,,AP
ANN,PANT,Annette Island,55.0415764,-131.5646264739308,78,,America/Metlakatla,ANN,US,,,,AP
ANO,FQAG,Angoche,-16.183674449999998,39.94441128505658,124,,Africa/Maputo,ANO,MZ,,,,AP
ANP,KANP,Lee,38.983334,-76.5,29,,America/New_York,ANP,US,Annapolis,Maryland,Anne Arundel County,AP
ANQ,KANQ,Tri-State Steuben County,41.63333,-85.0,1053,,America/Indiana/Indianapolis,ANQ,US,Angola,Indiana,Steuben County,AP
ANR,EBAW,Antwerp International Airport,51.1881429,4.463473861141249,29,http://www.antwerp-airport.be/,Europe/Brussels,ANR,BE,Mortsel,Flanders,Provincie Antwerpen,AP
ANS,SPHY,Andahuaylas,-13.709079,-73.35160446460571,11581,,America/Lima,ANS,PE,San Jeronimo,Apurimac,Provincia de Andahuaylas,AP
ANT,,St Anton,47.15,10.283333,5672,,Europe/Vienna,ANT,AT,Sankt Anton am Arlberg,Tyrol,Politischer Bezirk Landeck,AP
ANU,TAPA,V.C. Bird International Airport,17.13578595,-61.79381928408262,42,,America/Antigua,ANU,AG,Parham,Saint Peter,,AP
ANV,PANV,Anvik Airport,62.6451092,-160.1932999,265,,America/Anchorage,ANV,US,,,,AP
ANW,KANW,Ainsworth,42.55,-99.86667,2513,,America/Chicago,ANW,US,Ainsworth,Nebraska,Brown County,AP
ANX,ENAN,Andenes Airport,69.29132535,16.13968094661204,26,https://avinor.no/en/airport/andoya-airport/,Europe/Oslo,ANX,NO,Andenes,Nordland,Andoy,AP
ANY,KANY,Anthony,37.15,-98.03333,1335,,America/Chicago,ANY,US,Anthony,Kansas,Harper County,AP
ANZ,,Angus Downs,-25.083332,132.16667,1656,,Australia/Darwin,ANZ,AU,,,,AP
AOA,,Aroa,-9.05,146.8,29,,Pacific/Port_Moresby,AOA,PG,,,,AP
AOB,,Annanberg,-4.916667,144.65,150,,Pacific/Port_Moresby,AOB,PG,,,,AP
AOC,EDAC,Altenburg Nobitz,50.98321195,12.509863258666915,662,http://www.leipzig-altenburg-airport.de/,Europe/Berlin,AOC,DE,Altenburg,Thuringia,,AP
AOD,,Abou Deia,11.4637088,19.2874812,1578,,Africa/Ndjamena,AOD,TD,,,,AP
AOE,LTBY,Anadolu University,39.81,30.519444,2595,,Europe/Istanbul,ESK,TR,,,,AP
AOG,ZYAS,Anshan Teng'ao Airport,41.166668,123.03333,82,,Asia/Shanghai,AOG,CN,Anshan,Liaoning,Anshan Shi,AP
AOH,KAOH,Allen County,40.766666,-84.1,879,,America/New_York,AOH,US,Lima,Ohio,Allen County,AP
AOI,LIPY,Ancona Falconara Airport,43.61716225,13.364858030368092,39,http://www.aeroportomarche.com/index.php?lang=english,Europe/Rome,AOI,IT,Falconara Marittima,The Marches,Provincia di Ancona,AP
AOJ,RJSA,Aomori Airport,40.7340525,140.689686,652,,Asia/Tokyo,AOJ,JP,,,,AP
AOK,LGKP,Karpathos Airport,35.42109615,27.145333449162123,29,,Europe/Athens,AOK,GR,Karpathos,South Aegean,Nomos Dodekanisou,AP
AOL,SARL,Paso De Los Libres,-29.689223050000003,-57.15101498707307,219,,America/Argentina/Cordoba,AOL,AR,Paso de los Libres,Corrientes,Departamento de Paso de los Libres,AP
AOM,OOAD,Adam Airport,22.489809549999997,57.391548733956796,1049,,Asia/Muscat,AOM,OM,,,,AP
AON,,Arona,-6.333333,146.0,4481,,Pacific/Port_Moresby,AON,PG,,,,AP
AOO,KAOO,Altoona Airport,40.29686675,-78.32117438468744,1469,,America/New_York,AOO,US,Martinsburg,Pennsylvania,Blair County,AP
AOP,SPAS,Alferez FAP Alfredo Vladimir Sara Bauer Airport,-2.7952148,-76.46820104326608,702,,America/Lima,AOP,PE,Alianza Cristiana,Loreto,Datem Del Maranon,AP
AOR,WMKA,Sultan Abdul Halim Airport,6.1893478,100.39721450708868,19,,Asia/Kuala_Lumpur,AOR,MY,Jitra,Kedah,,AP
AOS,AK81,Amook,57.4705133,-153.8166725,9,,America/Anchorage,AOS,US,,,,AP
AOT,LIMW,Corrado Gex,45.738779,7.368228953356795,1774,http://www.avda-aosta.it/,Europe/Rome,AOT,IT,Chef-Lieu,Aosta Valley,Valle d'Aosta,AP
AOU,VLAP,Attopeu,14.8,106.833336,288,,Asia/Vientiane,AOU,LA,Attapu,Attapu,,AP
APA,KAPA,Centennial Airport,39.733334,-104.98333,5285,,America/Denver,DEN,US,,,,AP
APB,SLAP,Apolo,-14.716667,-68.51667,5282,,America/La_Paz,APB,BO,Mapiri,La Paz,,AP
APC,KAPC,Napa County,38.216488,-122.27657132954653,32,http://www.napacountyairport.org/,America/Los_Angeles,APC,US,American Canyon,California,Napa County,AP
APD,,Arung Palakka Airport,-4.46021,120.30683,79,,Asia/Jakarta,APD,ID,,,,AP
APE,SPAO,San Juan Aposento,-11.933333,-69.083336,866,,America/Lima,APE,PE,,,,AP
APF,KAPF,Naples Municipal Airport,26.1523225,-81.773941382464,29,,America/New_York,APF,US,Naples,Florida,Collier County,AP
APG,KAPG,Phillips AAF,39.5,-76.166664,72,,America/New_York,APG,US,Aberdeen,Maryland,Harford County,AP
APH,KAPH,Camp A P Hill,38.05,-77.35,173,,America/New_York,APH,US,Bowling Green,Virginia,Caroline County,AP
API,SKAP,Apiay,4.06889,-73.051903,580,,America/Bogota,API,CO,Puerto Lopez,Meta,,AP
APJ,ZUPL,Ngari Burang Airport,30.3975,81.138611,13944,,Asia/Shanghai,APJ,CN,Burang,Ngari Prefecture,Burang County,AP
APK,NTGD,Apataki,-15.416667,-146.08333,0,,Pacific/Tahiti,APK,PF,,,,AP
APL,FQNP,Nampula Airport,-15.101667,39.287224,1338,,Africa/Maputo,APL,MZ,Nampula,Nampula,,AP
APN,KAPN,Alpena County Regional Airport,45.07017615,-83.5665547651746,708,,America/Detroit,APN,US,Alpena,Michigan,Alpena County,AP
APO,SKLC,Apartado Airport,7.817678,-76.71766,72,,America/Bogota,APO,CO,Carepa,Antioquia,,AP
APP,,Asapa,-8.97966935,148.1030075389151,1876,,Pacific/Port_Moresby,APP,PG,,,,AP
APQ,SNAL,Arapiraca,-9.7765662,-36.62984998547607,839,,America/Maceio,APQ,BR,Arapiraca,Alagoas,Arapiraca,AP
APR,AYPE,April River,-8.5,145.0,0,,Pacific/Port_Moresby,APR,PG,,,,AP
APS,SWNS,Anapolis,-16.333332,-48.966667,3280,,America/Sao_Paulo,APS,BR,Anapolis,Goias,Anapolis,AP
APT,KAPT,Marion County,35.066666,-85.5,1637,,America/Chicago,APT,US,Powells Crossroads,Tennessee,Marion County,AP
APU,SSAP,Apucarana,-23.55,-51.483334,2408,,America/Sao_Paulo,APU,BR,,,,AP
APV,KAPV,Apple Valley,34.52639,-117.212776,2910,,America/Los_Angeles,APV,US,Apple Valley,California,San Bernardino County,AP
APW,NSFA,Faleolo Airport,-13.832271,-171.999494,45,,Pacific/Apia,APW,WS,Satapuala,A'ana,,AP
APX,SSOG,Arapongas,-23.483334,-51.466667,2309,,America/Sao_Paulo,APX,BR,Apucarana,Parana,Apucarana,AP
APY,SNAI,Alto Parnaiba,-9.133333,-45.933334,941,,America/Fortaleza,APY,BR,Morros,Maranhao,Alto Parnaiba,AP
APZ,SAHZ,Zapala,-38.916668,-70.083336,3339,,America/Argentina/Salta,APZ,AR,Zapala,Neuquen,Departamento de Zapala,AP
AQA,SBAQ,Araraquara,-21.816668,-48.13333,2322,http://www.daesp.sp.gov.br/aeroporto-estadual-de-araraquara-bartolomeu-de-gusmao/,America/Sao_Paulo,AQA,BR,Araraquara,Sao Paulo,Araraquara,AP
AQB,MGQC,Quiche Airport,15.01,-91.15,6620,,America/Guatemala,AQB,GT,Santa Cruz del Quiche,Quiche,,AP
AQG,ZSAQ,Anqing Tianzhushan Airport,30.5859116,117.05617994044115,45,,Asia/Shanghai,AQG,CN,Anqing,Anhui Sheng,,AP
AQI,OEPA,Qaisumah Airport,28.3342381,46.1219356,1181,,Asia/Riyadh,AQI,SA,Al Qaysumah,Eastern Province,,AP
AQJ,OJAQ,King Hussein International Airport,29.610142699999997,35.019039998479,154,,Asia/Amman,AQJ,JO,Aqaba,Aqaba,,AP
AQM,SJOG,Ariquemes,-9.933333,-63.066666,334,,America/Porto_Velho,AQM,BR,Ariquemes,Rondonia,Ariquemes,AP
AQP,SPQU,Rodriguez Ballon International Airport,-16.3423105,-71.56895878830176,8346,,America/Lima,AQP,PE,Arequipa,Arequipa,Provincia de Arequipa,AP
AQS,NFBG,Saqani,-17.0,170.9,32,,Pacific/Fiji,AQS,FJ,,,,AP
AQY,,Alyeska,60.9659745,-149.1234394,118,,America/Anchorage,AQY,US,,,,AP
ARA,KARA,Acadiana Regional,30.033018249999998,-91.88190742881199,26,http://www.flyiberiaparish.com/,America/Chicago,ARA,US,Cade,Louisiana,Saint Martin Parish,AP
ARB,KARB,Municipal,42.3,-83.75,905,,America/Detroit,ARB,US,Ann Arbor,Michigan,Washtenaw County,AP
ARC,PARC,Arctic Village,68.1156573,-145.575639,2303,,America/Anchorage,ARC,US,,,,AP
ARD,WATM,Alor Island Airport,-8.683333,124.53333,0,,Asia/Makassar,ARD,ID,Sifala,East Nusa Tenggara,,AP
ARE,TJAB,Arecibo,18.4506187,-66.6742983331904,19,,America/Puerto_Rico,ARE,PR,Bajadero,Arecibo,,AP
ARF,,Acaricuara,0.533333,-70.133333,593,,America/Bogota,ARF,CO,,,,AP
ARG,KARG,Walnut Ridge,36.066666,-90.95,249,http://walnutridgeairport.com/,America/Chicago,ARG,US,Walnut Ridge,Arkansas,Lawrence County,AP
ARH,ULAA,Talagi Airport,64.599209,40.71860470831429,32,,Europe/Moscow,ARH,RU,Arkhangel'sk,Arkhangelskaya,,AP
ARI,SCAR,Chacalluta Airport,-18.352784200000002,-70.34121844263257,127,,America/Santiago,ARI,CL,Arica,Arica y Parinacota,Provincia de Arica,AP
ARJ,WAJA,Arso,-2.933333,140.78334,216,,Asia/Jayapura,ARJ,ID,Arso,Papua,,AP
ARK,HTAR,Arusha Airport,-3.366667,36.683334,4609,,Africa/Dar_es_Salaam,ARK,TZ,Arusha,Arusha,,AP
ARL,DFER,Arly,11.5970001,1.483,580,,Africa/Ouagadougou,ARL,BF,,,,AP
ARM,YARM,Armidale Airport,-30.528625599999998,151.6156495208327,3533,,Australia/Sydney,ARM,AU,Armidale,New South Wales,Armidale Dumaresq,AP
ARN,ESSA,Stockholm Arlanda Airport,59.6467921,17.937044334194475,88,http://www.swedavia.se/arlanda/,Europe/Stockholm,STO,SE,Marsta,Stockholm,Sigtuna Kommun,AP
ARO,,Arboletas,8.85,-76.433334,29,,America/Bogota,ARO,CO,Arboletes,Antioquia,,AP
ARP,,Aragip,-9.8,149.5,1489,,Pacific/Port_Moresby,ARP,PG,,,,AP
ARQ,SKAT,Arauquita,7.033056,-71.43166,508,,America/Caracas,ARQ,CO,Arauquita,Arauca,,AP
ARR,SAVR,Alto Rio Senguerr,-45.033333,-70.833336,2299,,America/Argentina/Catamarca,ARR,AR,Alto Rio Senguer,Chubut,,AP
ARS,SJVO,Aragarcas,-15.8993998,-52.2411003,1033,,America/Sao_Paulo,ARS,BR,Aragarcas,Goias,Aragarcas,AP
ART,KART,Watertown Airport,43.990833,-76.021385,275,,America/New_York,ART,US,Dexter,New York,Jefferson County,AP
ARU,SBAU,Aracatuba Airport,-21.140815,-50.425139094792286,1341,http://www.daesp.sp.gov.br/aeroporto-estadual-de-aracatuba-dario-guarita/,America/Sao_Paulo,ARU,BR,Aracatuba,Sao Paulo,Aracatuba,AP
ARV,KARV,Noble F. Lee,45.924168,-89.73222,1614,,America/Chicago,ARV,US,Lac du Flambeau,Wisconsin,Vilas County,AP
ARW,LRAR,Arad,46.183334,21.266666,357,,Europe/Bucharest,ARW,RO,Arad,Arad,,AP
ARX,SBAC,Asbury Park,40.216667,-74.1,88,,America/New_York,ARX,US,Shark River Hills,New Jersey,Monmouth County,AP
ARY,YARA,Ararat,-37.31213875,142.9942951850989,1010,,Australia/Melbourne,ARY,AU,Ararat,Victoria,Ararat,AP
ARZ,FNZE,N'zeto,-7.5,13.5,846,,Africa/Luanda,ARZ,AO,,,,AP
ASA,HHSB,Assab International,13.07595515,42.641747301941436,32,,Africa/Asmara,ASA,ER,,,,AP
ASB,UTAA,Ashgabat Airport,37.9837541,58.36266734224667,669,,Asia/Ashgabat,ASB,TM,Ashgabat,Ahal,,AP
ASC,SLAS,Ascension,-15.916667,-63.15,800,,America/La_Paz,ASC,BO,,,,AP
ASD,MYAF,Andros Town,24.70832875,-77.77238141570106,32,,America/Nassau,ASD,BS,,,,AP
ASE,KASE,Aspen Airport,39.219685,-106.864685,7762,http://aspenairport.com/,America/Denver,ASE,US,Aspen,Colorado,Pitkin County,AP
ASF,URWA,Astrakhan Airport,46.28016705,48.018907153379175,-78,http://xn--80aaaa9dcahhdbllc1cxhc.xn--p1ai/,Europe/Volgograd,ASF,RU,Yaksatovo,Astrakhan,,AP
ASG,NZAS,Ashburton,-43.9,171.78334,255,,Pacific/Auckland,ASG,NZ,Ashburton,Canterbury,Ashburton District,AP
ASH,KASH,Boire Field,42.78259315,-71.51763052967607,160,,America/New_York,ASH,US,Nashua,New Hampshire,Hillsborough County,AP
ASI,FHAW,Saint Helena Airport,-7.966667,-14.4,259,http://www.raf.mod.uk/organisation/stations.cfm?selectStation=9DEB5257-FDEF-6850-8B1CFF5050616CC1#cgi.script_name#,Atlantic/St_Helena,ASI,SH,,,,AP
ASJ,RJKA,Amami Airport,28.431206,129.7122505,29,,Asia/Tokyo,ASJ,JP,,,,AP
ASK,DIYO,Yamoussoukro,6.816667,-5.283333,656,,Africa/Abidjan,ASK,CI,Yamoussoukro,Lacs,,AP
ASL,KASL,Harrison County,32.55,-94.38333,469,,America/Chicago,ASL,US,Marshall,Texas,Harrison County,AP
ASM,HHAS,Asmara International Airport,15.293245200000001,38.91610962389453,7591,,Africa/Asmara,ASM,ER,Asmara,Maekel Region,,AP
ASN,KASN,Talladega,33.433334,-86.1,557,,America/Chicago,ASN,US,Talladega,Alabama,Talladega County,AP
ASO,HASO,Asosa Airport,10.047222,34.536667,4990,,Africa/Addis_Ababa,ASO,ET,,,,AP
ASP,YBAS,Alice Springs Airport,-23.8062855,133.89773500499115,1758,http://www.alicespringsairport.com.au/,Australia/Darwin,ASP,AU,,,,AP
ASQ,KTMT,Austin,39.4664739,-117.19708239162144,5734,,America/Los_Angeles,ASQ,US,,,,AP
ASR,LTAU,Kayseri Airport,38.773475250000004,35.49468492689121,3428,,Europe/Istanbul,ASR,TR,Kayseri,Kayseri,,AP
ASS,FAAR,Arathusa Safari Lodge,-24.7410105,31.5185186,1299,http://arathusa.co.za/getting-to-arathusa-by-scheduled-flight/,Africa/Johannesburg,ASS,ZA,,,,AP
AST,KAST,Astoria,46.15642245,-123.8830099988317,16,,America/Los_Angeles,AST,US,Warrenton,Oregon,Clatsop County,AP
ASU,SGAS,Silvio Pettirossi International Airport,-25.2355931,-57.51563884189728,232,,America/Asuncion,ASU,PY,Limpio,Central,,AP
ASV,HKAM,Amboseli,-2.64532555,37.24857863904734,3694,,Africa/Nairobi,ASV,KE,Namanga,Kajiado,,AP
ASW,HESN,Aswan Airport,23.96342585,32.82937355051733,551,,Africa/Cairo,ASW,EG,Aswan,Aswan,,AP
ASX,KASX,Ashland,46.55,-90.916664,793,,America/Chicago,ASX,US,Ashland,Wisconsin,Ashland County,AP
